"","YEAR","Sex","Race.Ethnicity","condition","AgeGroup","ASDR"
"290",2020,"Female","Non-Hispanic Black","Alzheimer.disease..G30.","25+",63.0892961813553
"291",2020,"Female","Non-Hispanic Black","Cerebrovascular.diseases..I60.I69.","25+",94.2059026352926
"292",2020,"Female","Non-Hispanic Black","Chronic.lower.respiratory.diseases..J40.J47.","25+",46.8227751445579
"293",2020,"Female","Non-Hispanic Black","COVID.19..U071..Underlying.Cause.of.Death.","25+",205.118817698088
"294",2020,"Female","Non-Hispanic Black","Diabetes.mellitus..E10.E14.","25+",71.1684819306572
"295",2020,"Female","Non-Hispanic Black","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25+",330.873528628373
"296",2020,"Female","Non-Hispanic Black","ExternalCause","25+",66.1106490051536
"297",2020,"Female","Non-Hispanic Black","Influenza.and.pneumonia..J09.J18.","25+",24.83535927833
"298",2020,"Female","Non-Hispanic Black","Malignant.neoplasms..C00.C97.","25+",265.133217281488
"299",2020,"Female","Non-Hispanic Black","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25+",41.5095515687122
"300",2020,"Female","Non-Hispanic Black","nonCovid","25+",1375.67477974954
"301",2020,"Female","Non-Hispanic Black","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25+",19.1165436865704
"302",2020,"Female","Non-Hispanic Black","Septicemia..A40.A41.","25+",27.5290447337566
"303",2020,"Female","Non-Hispanic Black","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25+",14.9881621688732
"304",2020,"Female","Non-Hispanic Black","Unknown","25+",310.292267506423
"305",2020,"Female","Non-Hispanic White","AllCause","25+",1245.15042519317
"306",2020,"Female","Non-Hispanic White","Alzheimer.disease..G30.","25+",71.2061943870752
"307",2020,"Female","Non-Hispanic White","Cerebrovascular.diseases..I60.I69.","25+",66.4205983202326
"308",2020,"Female","Non-Hispanic White","Chronic.lower.respiratory.diseases..J40.J47.","25+",72.1620409529405
"309",2020,"Female","Non-Hispanic White","COVID.19..U071..Underlying.Cause.of.Death.","25+",99.3456130427998
"310",2020,"Female","Non-Hispanic White","Diabetes.mellitus..E10.E14.","25+",29.0479440033927
"311",2020,"Female","Non-Hispanic White","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25+",240.496654444011
"312",2020,"Female","Non-Hispanic White","ExternalCause","25+",73.6916872242483
"313",2020,"Female","Non-Hispanic White","Influenza.and.pneumonia..J09.J18.","25+",19.6245360034271
"314",2020,"Female","Non-Hispanic White","Malignant.neoplasms..C00.C97.","25+",236.988055632824
"315",2020,"Female","Non-Hispanic White","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25+",16.9759995794686
"316",2020,"Female","Non-Hispanic White","nonCovid","25+",1145.80481215037
"317",2020,"Female","Non-Hispanic White","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25+",17.2358755493036
"318",2020,"Female","Non-Hispanic White","Septicemia..A40.A41.","25+",15.8068094256391
"319",2020,"Female","Non-Hispanic White","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25+",13.0429703614839
"320",2020,"Female","Non-Hispanic White","Unknown","25+",273.105446266319
"321",2020,"Male","All","AllCause","25+",1746.54372206913
"322",2020,"Male","All","Alzheimer.disease..G30.","25+",46.0913923598827
"323",2020,"Male","All","Cerebrovascular.diseases..I60.I69.","25+",72.430599293645
"324",2020,"Male","All","Chronic.lower.respiratory.diseases..J40.J47.","25+",74.3491238548377
"325",2020,"Male","All","COVID.19..U071..Underlying.Cause.of.Death.","25+",196.115474619425
"326",2020,"Male","All","Diabetes.mellitus..E10.E14.","25+",56.6248984702999
"327",2020,"Male","All","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25+",391.995902471795
"328",2020,"Male","All","ExternalCause","25+",160.41947911765
"329",2020,"Male","All","Influenza.and.pneumonia..J09.J18.","25+",28.4522652181948
"330",2020,"Male","All","Malignant.neoplasms..C00.C97.","25+",315.096033247278
"331",2020,"Male","All","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25+",28.0393957507022
"332",2020,"Male","All","nonCovid","25+",1550.42824744971
"333",2020,"Male","All","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25+",23.7063035966985
"334",2020,"Male","All","Septicemia..A40.A41.","25+",19.628074285533
"335",2020,"Male","All","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25+",14.7712615659759
"336",2020,"Male","All","Unknown","25+",318.823518217212
"337",2020,"Male","Hispanic","AllCause","25+",1592.4617291696
"338",2020,"Male","Hispanic","Alzheimer.disease..G30.","25+",42.1456834753131
"339",2020,"Male","Hispanic","Cerebrovascular.diseases..I60.I69.","25+",68.8152881168501
"340",2020,"Male","Hispanic","Chronic.lower.respiratory.diseases..J40.J47.","25+",35.7321856533434
"341",2020,"Male","Hispanic","COVID.19..U071..Underlying.Cause.of.Death.","25+",394.166762959395
"342",2020,"Male","Hispanic","Diabetes.mellitus..E10.E14.","25+",69.4310771719365
"343",2020,"Male","Hispanic","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25+",289.709895381572
"344",2020,"Male","Hispanic","ExternalCause","25+",114.78379953059
"345",2020,"Male","Hispanic","Influenza.and.pneumonia..J09.J18.","25+",27.343312706134
"346",2020,"Male","Hispanic","Malignant.neoplasms..C00.C97.","25+",224.505403909403
"347",2020,"Male","Hispanic","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25+",26.0176515320322
"348",2020,"Male","Hispanic","nonCovid","25+",1198.2949662102
"349",2020,"Male","Hispanic","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25+",20.7801774780384
"350",2020,"Male","Hispanic","Septicemia..A40.A41.","25+",14.7749689750598
"351",2020,"Male","Hispanic","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25+",9.6067715925016
"352",2020,"Male","Hispanic","Unknown","25+",254.648750687427
"353",2020,"Male","Non-Hispanic Black","AllCause","25+",2410.99417677214
"354",2020,"Male","Non-Hispanic Black","Alzheimer.disease..G30.","25+",46.2958830211069
"355",2020,"Male","Non-Hispanic Black","Cerebrovascular.diseases..I60.I69.","25+",117.353314263353
"356",2020,"Male","Non-Hispanic Black","Chronic.lower.respiratory.diseases..J40.J47.","25+",69.9444334056759
"357",2020,"Male","Non-Hispanic Black","COVID.19..U071..Underlying.Cause.of.Death.","25+",339.069713853939
"358",2020,"Male","Non-Hispanic Black","Diabetes.mellitus..E10.E14.","25+",104.509724906802
"359",2020,"Male","Non-Hispanic Black","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25+",540.701728250393
"360",2020,"Male","Non-Hispanic Black","ExternalCause","25+",225.775775393836
"361",2020,"Male","Non-Hispanic Black","Influenza.and.pneumonia..J09.J18.","25+",39.7270186789768
"362",2020,"Male","Non-Hispanic Black","Malignant.neoplasms..C00.C97.","25+",387.3154491133
"363",2020,"Male","Non-Hispanic Black","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25+",57.6655047123056
"364",2020,"Male","Non-Hispanic Black","nonCovid","25+",2071.9244629182
"365",2020,"Male","Non-Hispanic Black","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25+",25.4773464970112
"366",2020,"Male","Non-Hispanic Black","Septicemia..A40.A41.","25+",34.7596769024169
"367",2020,"Male","Non-Hispanic Black","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25+",21.6059772388625
"368",2020,"Male","Non-Hispanic Black","Unknown","25+",400.792630534164
"369",2020,"Male","Non-Hispanic White","AllCause","25+",1727.46774349261
"370",2020,"Male","Non-Hispanic White","Alzheimer.disease..G30.","25+",48.0909170464577
"371",2020,"Male","Non-Hispanic White","Cerebrovascular.diseases..I60.I69.","25+",68.0446815869597
"372",2020,"Male","Non-Hispanic White","Chronic.lower.respiratory.diseases..J40.J47.","25+",82.6109197633891
"373",2020,"Male","Non-Hispanic White","COVID.19..U071..Underlying.Cause.of.Death.","25+",150.260832941288
"374",2020,"Male","Non-Hispanic White","Diabetes.mellitus..E10.E14.","25+",49.5815712732925
"375",2020,"Male","Non-Hispanic White","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25+",397.371552123932
"376",2020,"Male","Non-Hispanic White","ExternalCause","25+",166.920496225997
"377",2020,"Male","Non-Hispanic White","Influenza.and.pneumonia..J09.J18.","25+",27.2406566527349
"378",2020,"Male","Non-Hispanic White","Malignant.neoplasms..C00.C97.","25+",327.615697433647
"379",2020,"Male","Non-Hispanic White","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25+",25.2181692412301
"380",2020,"Male","Non-Hispanic White","nonCovid","25+",1577.20691055132
"381",2020,"Male","Non-Hispanic White","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25+",24.3665507939451
"382",2020,"Male","Non-Hispanic White","Septicemia..A40.A41.","25+",19.0862578421125
"383",2020,"Male","Non-Hispanic White","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25+",14.7872859724767
"384",2020,"Male","Non-Hispanic White","Unknown","25+",326.272154595148
"385",2019,"Both","All","AllCause","25-64",395.562186367561
"386",2019,"Both","All","Alzheimer.disease..G30.","25-64",0.822853448611197
"387",2019,"Both","All","Cerebrovascular.diseases..I60.I69.","25-64",11.9077834995291
"388",2019,"Both","All","Chronic.lower.respiratory.diseases..J40.J47.","25-64",13.6354010551588
"389",2019,"Both","All","COVID.19..U071..Underlying.Cause.of.Death.","25-64",0
"390",2019,"Both","All","Diabetes.mellitus..E10.E14.","25-64",14.5693922255484
"391",2019,"Both","All","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",73.4965801909222
"392",2019,"Both","All","ExternalCause","25-64",86.3072694823282
"393",2019,"Both","All","Influenza.and.pneumonia..J09.J18.","25-64",5.13964467111927
"394",2019,"Both","All","Malignant.neoplasms..C00.C97.","25-64",94.3085502190796
"395",2019,"Both","All","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",5.36135972503194
"396",2019,"Both","All","nonCovid","25-64",395.562186367561
"397",2019,"Both","All","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",4.1321724999457
"398",2019,"Both","All","Septicemia..A40.A41.","25-64",5.27592256162837
"399",2019,"Both","All","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",4.50524044233718
"400",2019,"Both","All","Unknown","25-64",76.1000163463209
"401",2019,"Both","Hispanic","AllCause","25-64",275.856400863834
"402",2019,"Both","Hispanic","Alzheimer.disease..G30.","25-64",0.589649694584485
"403",2019,"Both","Hispanic","Cerebrovascular.diseases..I60.I69.","25-64",10.5490428528639
"404",2019,"Both","Hispanic","Chronic.lower.respiratory.diseases..J40.J47.","25-64",3.64140450153088
"405",2019,"Both","Hispanic","COVID.19..U071..Underlying.Cause.of.Death.","25-64",0
"406",2019,"Both","Hispanic","Diabetes.mellitus..E10.E14.","25-64",14.2195917539238
"407",2019,"Both","Hispanic","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",44.8718951335857
"408",2019,"Both","Hispanic","ExternalCause","25-64",58.7190787226707
"409",2019,"Both","Hispanic","Influenza.and.pneumonia..J09.J18.","25-64",4.06108790088476
"410",2019,"Both","Hispanic","Malignant.neoplasms..C00.C97.","25-64",65.9171792179801
"411",2019,"Both","Hispanic","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",4.97969884674298
"412",2019,"Both","Hispanic","nonCovid","25-64",275.856400863834
"413",2019,"Both","Hispanic","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",3.08439517996738
"414",2019,"Both","Hispanic","Septicemia..A40.A41.","25-64",3.70559811466913
"415",2019,"Both","Hispanic","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",2.95927276993082
"416",2019,"Both","Hispanic","Unknown","25-64",58.5585061744996
"417",2019,"Both","Non-Hispanic Black","AllCause","25-64",596.648881573203
"418",2019,"Both","Non-Hispanic Black","Alzheimer.disease..G30.","25-64",0.71008946130129
"419",2019,"Both","Non-Hispanic Black","Cerebrovascular.diseases..I60.I69.","25-64",24.887376709121
"420",2019,"Both","Non-Hispanic Black","Chronic.lower.respiratory.diseases..J40.J47.","25-64",14.951665002034
"421",2019,"Both","Non-Hispanic Black","COVID.19..U071..Underlying.Cause.of.Death.","25-64",0
"422",2019,"Both","Non-Hispanic Black","Diabetes.mellitus..E10.E14.","25-64",27.7055354415097
"423",2019,"Both","Non-Hispanic Black","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",134.222129728151
"424",2019,"Both","Non-Hispanic Black","ExternalCause","25-64",112.120247624824
"425",2019,"Both","Non-Hispanic Black","Influenza.and.pneumonia..J09.J18.","25-64",7.94492985430197
"426",2019,"Both","Non-Hispanic Black","Malignant.neoplasms..C00.C97.","25-64",124.65032649815
"427",2019,"Both","Non-Hispanic Black","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",13.8178654658822
"428",2019,"Both","Non-Hispanic Black","nonCovid","25-64",596.648881573203
"429",2019,"Both","Non-Hispanic Black","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",6.63085788811654
"430",2019,"Both","Non-Hispanic Black","Septicemia..A40.A41.","25-64",10.254553119671
"431",2019,"Both","Non-Hispanic Black","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",7.31213178907238
"432",2019,"Both","Non-Hispanic Black","Unknown","25-64",111.441172991067
"433",2019,"Both","Non-Hispanic White","AllCause","25-64",405.642059469293
"434",2019,"Both","Non-Hispanic White","Alzheimer.disease..G30.","25-64",0.936858909778118
"435",2019,"Both","Non-Hispanic White","Cerebrovascular.diseases..I60.I69.","25-64",10.0349859485169
"436",2019,"Both","Non-Hispanic White","Chronic.lower.respiratory.diseases..J40.J47.","25-64",16.2589044074676
"437",2019,"Both","Non-Hispanic White","COVID.19..U071..Underlying.Cause.of.Death.","25-64",0
"438",2019,"Both","Non-Hispanic White","Diabetes.mellitus..E10.E14.","25-64",12.7446710879689
"439",2019,"Both","Non-Hispanic White","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",72.2270039234878
"440",2019,"Both","Non-Hispanic White","ExternalCause","25-64",95.347564084467
"441",2019,"Both","Non-Hispanic White","Influenza.and.pneumonia..J09.J18.","25-64",5.06308415680092
"442",2019,"Both","Non-Hispanic White","Malignant.neoplasms..C00.C97.","25-64",97.9372457769964
"443",2019,"Both","Non-Hispanic White","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",4.14535557871625
"444",2019,"Both","Non-Hispanic White","nonCovid","25-64",405.642059469293
"445",2019,"Both","Non-Hispanic White","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",4.11906574672539
"446",2019,"Both","Non-Hispanic White","Septicemia..A40.A41.","25-64",5.02935449947212
"447",2019,"Both","Non-Hispanic White","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",4.58301159143129
"448",2019,"Both","Non-Hispanic White","Unknown","25-64",77.2149537574642
"449",2019,"Female","All","AllCause","25-64",292.515302776342
"450",2019,"Female","All","Alzheimer.disease..G30.","25-64",0.912996279255009
"451",2019,"Female","All","Cerebrovascular.diseases..I60.I69.","25-64",9.8645970656767
"452",2019,"Female","All","Chronic.lower.respiratory.diseases..J40.J47.","25-64",13.4371710723923
"453",2019,"Female","All","COVID.19..U071..Underlying.Cause.of.Death.","25-64",0
"454",2019,"Female","All","Diabetes.mellitus..E10.E14.","25-64",10.459689496069
"455",2019,"Female","All","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",43.9059719214831
"456",2019,"Female","All","ExternalCause","25-64",45.4236684957663
"457",2019,"Female","All","Influenza.and.pneumonia..J09.J18.","25-64",4.36254095244457
"458",2019,"Female","All","Malignant.neoplasms..C00.C97.","25-64",88.688447840643
"459",2019,"Female","All","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",4.27315753599121
"460",2019,"Female","All","nonCovid","25-64",292.515302776342
"461",2019,"Female","All","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",3.73715620628058
"462",2019,"Female","All","Septicemia..A40.A41.","25-64",4.77716319177339
"463",2019,"Female","All","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",3.22541106247877
"464",2019,"Female","All","Unknown","25-64",59.4473316560883
"465",2019,"Female","Hispanic","AllCause","25-64",188.008438393862
"466",2019,"Female","Hispanic","Alzheimer.disease..G30.","25-64",0.64681390638128
"467",2019,"Female","Hispanic","Cerebrovascular.diseases..I60.I69.","25-64",7.70568422347011
"468",2019,"Female","Hispanic","Chronic.lower.respiratory.diseases..J40.J47.","25-64",3.22473797335579
"469",2019,"Female","Hispanic","COVID.19..U071..Underlying.Cause.of.Death.","25-64",0
"470",2019,"Female","Hispanic","Diabetes.mellitus..E10.E14.","25-64",10.1929514478078
"471",2019,"Female","Hispanic","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",23.5140499447163
"472",2019,"Female","Hispanic","ExternalCause","25-64",24.617245038276
"473",2019,"Female","Hispanic","Influenza.and.pneumonia..J09.J18.","25-64",3.05840622941181
"474",2019,"Female","Hispanic","Malignant.neoplasms..C00.C97.","25-64",64.6740908536477
"475",2019,"Female","Hispanic","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",3.7263234741695
"476",2019,"Female","Hispanic","nonCovid","25-64",188.008438393862
"477",2019,"Female","Hispanic","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",2.66621233914085
"478",2019,"Female","Hispanic","Septicemia..A40.A41.","25-64",2.81175117640861
"479",2019,"Female","Hispanic","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",1.54985988585559
"480",2019,"Female","Hispanic","Unknown","25-64",39.6203119012207
"481",2019,"Female","Non-Hispanic Black","AllCause","25-64",443.049193882573
"482",2019,"Female","Non-Hispanic Black","Alzheimer.disease..G30.","25-64",0.70632440737982
"483",2019,"Female","Non-Hispanic Black","Cerebrovascular.diseases..I60.I69.","25-64",20.2303013085116
"484",2019,"Female","Non-Hispanic Black","Chronic.lower.respiratory.diseases..J40.J47.","25-64",13.8412545625157
"485",2019,"Female","Non-Hispanic Black","COVID.19..U071..Underlying.Cause.of.Death.","25-64",0
"486",2019,"Female","Non-Hispanic Black","Diabetes.mellitus..E10.E14.","25-64",21.9441544404531
"487",2019,"Female","Non-Hispanic Black","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",89.9488019856068
"488",2019,"Female","Non-Hispanic Black","ExternalCause","25-64",48.8559633329141
"489",2019,"Female","Non-Hispanic Black","Influenza.and.pneumonia..J09.J18.","25-64",6.51268335355839
"490",2019,"Female","Non-Hispanic Black","Malignant.neoplasms..C00.C97.","25-64",117.843294571462
"491",2019,"Female","Non-Hispanic Black","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",11.0701659369142
"492",2019,"Female","Non-Hispanic Black","nonCovid","25-64",443.049193882573
"493",2019,"Female","Non-Hispanic Black","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",6.32119785894909
"494",2019,"Female","Non-Hispanic Black","Septicemia..A40.A41.","25-64",9.59818191660752
"495",2019,"Female","Non-Hispanic Black","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",5.06855460566392
"496",2019,"Female","Non-Hispanic Black","Unknown","25-64",91.1083156020373
"497",2019,"Female","Non-Hispanic White","AllCause","25-64",302.976824224143
"498",2019,"Female","Non-Hispanic White","Alzheimer.disease..G30.","25-64",1.05358921506311
"499",2019,"Female","Non-Hispanic White","Cerebrovascular.diseases..I60.I69.","25-64",8.534797527233
"500",2019,"Female","Non-Hispanic White","Chronic.lower.respiratory.diseases..J40.J47.","25-64",16.4225436014382
"501",2019,"Female","Non-Hispanic White","COVID.19..U071..Underlying.Cause.of.Death.","25-64",0
"502",2019,"Female","Non-Hispanic White","Diabetes.mellitus..E10.E14.","25-64",8.73266187367613
"503",2019,"Female","Non-Hispanic White","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",42.2453834242161
"504",2019,"Female","Non-Hispanic White","ExternalCause","25-64",54.0553016209151
"505",2019,"Female","Non-Hispanic White","Influenza.and.pneumonia..J09.J18.","25-64",4.45812328533521
"506",2019,"Female","Non-Hispanic White","Malignant.neoplasms..C00.C97.","25-64",91.3538603566346
"507",2019,"Female","Non-Hispanic White","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",3.32346909873064
"508",2019,"Female","Non-Hispanic White","nonCovid","25-64",302.976824224143
"509",2019,"Female","Non-Hispanic White","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",3.67713151209601
"510",2019,"Female","Non-Hispanic White","Septicemia..A40.A41.","25-64",4.61165876400422
"511",2019,"Female","Non-Hispanic White","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",3.50666709252353
"512",2019,"Female","Non-Hispanic White","Unknown","25-64",61.0016368522774
"513",2019,"Male","All","AllCause","25-64",502.555781774162
"514",2019,"Male","All","Alzheimer.disease..G30.","25-64",0.726207180177598
"515",2019,"Male","All","Cerebrovascular.diseases..I60.I69.","25-64",14.0661328927988
"516",2019,"Male","All","Chronic.lower.respiratory.diseases..J40.J47.","25-64",13.8570476036001
"517",2019,"Male","All","COVID.19..U071..Underlying.Cause.of.Death.","25-64",0
"518",2019,"Male","All","Diabetes.mellitus..E10.E14.","25-64",18.8852095380597
"519",2019,"Male","All","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",104.622657694851
"520",2019,"Male","All","ExternalCause","25-64",127.755897746359
"521",2019,"Male","All","Influenza.and.pneumonia..J09.J18.","25-64",5.95652174024358
"522",2019,"Male","All","Malignant.neoplasms..C00.C97.","25-64",100.426057771652
"523",2019,"Male","All","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",6.51086922488254
"524",2019,"Male","All","nonCovid","25-64",502.555781774162
"525",2019,"Male","All","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",4.54956877219103
"526",2019,"Male","All","Septicemia..A40.A41.","25-64",5.80320112370288
"527",2019,"Male","All","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",5.82737161598568
"528",2019,"Male","All","Unknown","25-64",93.569038869658
"529",2019,"Male","Hispanic","AllCause","25-64",363.776050227749
"530",2019,"Male","Hispanic","Alzheimer.disease..G30.","25-64",0.528039744394954
"531",2019,"Male","Hispanic","Cerebrovascular.diseases..I60.I69.","25-64",13.4547987414946
"532",2019,"Male","Hispanic","Chronic.lower.respiratory.diseases..J40.J47.","25-64",4.07023143174729
"533",2019,"Male","Hispanic","COVID.19..U071..Underlying.Cause.of.Death.","25-64",0
"534",2019,"Male","Hispanic","Diabetes.mellitus..E10.E14.","25-64",18.3320691585403
"535",2019,"Male","Hispanic","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",66.664247100225
"536",2019,"Male","Hispanic","ExternalCause","25-64",91.7604376043742
"537",2019,"Male","Hispanic","Influenza.and.pneumonia..J09.J18.","25-64",5.06973398724161
"538",2019,"Male","Hispanic","Malignant.neoplasms..C00.C97.","25-64",67.4171510371376
"539",2019,"Male","Hispanic","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",6.27817511035697
"540",2019,"Male","Hispanic","nonCovid","25-64",363.776050227749
"541",2019,"Male","Hispanic","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",3.51064765789777
"542",2019,"Male","Hispanic","Septicemia..A40.A41.","25-64",4.62200924439571
"543",2019,"Male","Hispanic","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",4.35692145760157
"544",2019,"Male","Hispanic","Unknown","25-64",77.7115879523418
"545",2019,"Male","Non-Hispanic Black","AllCause","25-64",771.330130204401
"546",2019,"Male","Non-Hispanic Black","Alzheimer.disease..G30.","25-64",0.714653224688037
"547",2019,"Male","Non-Hispanic Black","Cerebrovascular.diseases..I60.I69.","25-64",30.3243695027653
"548",2019,"Male","Non-Hispanic Black","Chronic.lower.respiratory.diseases..J40.J47.","25-64",16.2563845246544
"549",2019,"Male","Non-Hispanic Black","COVID.19..U071..Underlying.Cause.of.Death.","25-64",0
"550",2019,"Male","Non-Hispanic Black","Diabetes.mellitus..E10.E14.","25-64",34.3448759520917
"551",2019,"Male","Non-Hispanic Black","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",185.5099005241
"552",2019,"Male","Non-Hispanic Black","ExternalCause","25-64",181.699917603062
"553",2019,"Male","Non-Hispanic Black","Influenza.and.pneumonia..J09.J18.","25-64",9.60691358309881
"554",2019,"Male","Non-Hispanic Black","Malignant.neoplasms..C00.C97.","25-64",132.926321436133
"555",2019,"Male","Non-Hispanic Black","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","25-64",17.010386491814
"556",2019,"Male","Non-Hispanic Black","nonCovid","25-64",771.330130204401
"557",2019,"Male","Non-Hispanic Black","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","25-64",6.99414802552317
"558",2019,"Male","Non-Hispanic Black","Septicemia..A40.A41.","25-64",11.0240017855989
"559",2019,"Male","Non-Hispanic Black","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","25-64",9.86152207226278
"560",2019,"Male","Non-Hispanic Black","Unknown","25-64",135.056735478609
"561",2019,"Male","Non-Hispanic White","AllCause","25-64",510.209331756352
"562",2019,"Male","Non-Hispanic White","Alzheimer.disease..G30.","25-64",0.814563204611934
"563",2019,"Male","Non-Hispanic White","Cerebrovascular.diseases..I60.I69.","25-64",11.5901201942869
"564",2019,"Male","Non-Hispanic White","Chronic.lower.respiratory.diseases..J40.J47.","25-64",16.1054260507389
"565",2019,"Male","Non-Hispanic White","COVID.19..U071..Underlying.Cause.of.Death.","25-64",0
"566",2019,"Male","Non-Hispanic White","Diabetes.mellitus..E10.E14.","25-64",16.8714723013451
"567",2019,"Male","Non-Hispanic White","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","25-64",103.09810068352
"568",2019,"Male","Non-Hispanic White","ExternalCause","25-64",136.558981495215
"569",2019,"Male","Non-Hispanic White","Influenza.and.pneumonia..J09.J18.","25-64",5.68922697579439
"570",2019,"Male","Non-Hispanic White","Malignant.neoplasms..C00.C97.","25-64",104.899640082991
